 0.000000    0.00000    0.000            NaN
 0.000503    0.01037   -3.209      -0.345943
 0.000525    0.00771   -2.829      -0.094490
 0.000488    0.00589   -2.660      -0.048141
 0.000470    0.00500   -2.572      -0.030433
 0.000455    0.00448   -2.520      -0.021434
 0.000412    0.00383   -2.486      -0.016057
 0.000419    0.00359   -2.441      -0.012551
 0.000420    0.00355   -2.435      -0.010377
 0.000372    0.00296   -2.402      -0.008488
 0.000410    0.00322   -2.397      -0.007400
 0.000354    0.00265   -2.373      -0.006240
 0.000395    0.00296   -2.374      -0.005608
 0.000349    0.00245   -2.344      -0.004845
 0.000362    0.00264   -2.363      -0.004426
 0.000363    0.00242   -2.324      -0.003914
 0.000322    0.00223   -2.338      -0.003523
 0.000377    0.00253   -2.327      -0.003318
 0.000324    0.00206   -2.304      -0.002950
 0.000317    0.00213   -2.327      -0.002722
 0.000366    0.00230   -2.301      -0.002595
 0.000308    0.00188   -2.290      -0.002329
 0.000308    0.00201   -2.313      -0.002181
 0.000357    0.00217   -2.287      -0.002103
 0.000300    0.00176   -2.273      -0.001902
 0.000294    0.00184   -2.297      -0.001791
 0.000350    0.00211   -2.286      -0.001753
 0.000298    0.00166   -2.256      -0.001593
 0.000281    0.00166   -2.276      -0.001502
 0.000329    0.00202   -2.293      -0.001486
 0.000310    0.00167   -2.246      -0.001366
 0.000278    0.00153   -2.251      -0.001287
 0.000277    0.00163   -2.274      -0.001231
 0.000334    0.00195   -2.273      -0.001228
 0.000287    0.00148   -2.231      -0.001125
 0.000268    0.00144   -2.244      -0.001069
 0.000272    0.00158   -2.270      -0.001032
 0.000328    0.00184   -2.260      -0.001035
 0.000277    0.00139   -2.221      -0.000949
 0.000261    0.00136   -2.234      -0.000906
 0.000263    0.00148   -2.259      -0.000878
 0.000320    0.00180   -2.261      -0.000889
 0.000275    0.00133   -2.212      -0.000816
 0.000255    0.00128   -2.221      -0.000781
 0.000253    0.00135   -2.242      -0.000757
 0.000302    0.00174   -2.269      -0.000772
 0.000282    0.00136   -2.210      -0.000715
 0.000254    0.00121   -2.207      -0.000684
 0.000246    0.00124   -2.222      -0.000661
 0.000252    0.00138   -2.250      -0.000647
 0.000309    0.00167   -2.246      -0.000661
 0.000261    0.00120   -2.196      -0.000608
 0.000244    0.00115   -2.203      -0.000585
 0.000240    0.00120   -2.220      -0.000569
 0.000256    0.00141   -2.251      -0.000582
 0.000299    0.00153   -2.229      -0.000550
 0.000252    0.00113   -2.189      -0.000526
 0.000237    0.00109   -2.197      -0.000509
 0.000235    0.00115   -2.213      -0.000496
 0.000245    0.00132   -2.244      -0.000487
 0.000298    0.00152   -2.229      -0.000505
 0.000248    0.00109   -2.183      -0.000463
 0.000232    0.00104   -2.189      -0.000448
 0.000229    0.00108   -2.203      -0.000437
 0.000233    0.00120   -2.231      -0.000430
 0.000290    0.00155   -2.243      -0.000447
 0.000251    0.00108   -2.178      -0.000411
 0.000231    0.00100   -2.180      -0.000399
 0.000224    0.00101   -2.190      -0.000388
 0.000225    0.00109   -2.209      -0.000381
 0.000253    0.00137   -2.246      -0.000397
 0.000273    0.00129   -2.204      -0.000372
 0.000236    0.00099   -2.172      -0.000359
 0.000222    0.00095   -2.177      -0.000349
 0.000218    0.00098   -2.189      -0.000341
 0.000222    0.00108   -2.213      -0.000337
 0.000265    0.00143   -2.246      -0.000353
 0.000255    0.00111   -2.182      -0.000327
 0.000228    0.00094   -2.167      -0.000317
 0.000215    0.00091   -2.173      -0.000309
 0.000213    0.00094   -2.185      -0.000303
 0.000218    0.00104   -2.209      -0.000300
 0.000259    0.00138   -2.243      -0.000315
 0.000252    0.00109   -2.181      -0.000292
 0.000224    0.00091   -2.163      -0.000284
 0.000211    0.00087   -2.168      -0.000277
 0.000209    0.00090   -2.178      -0.000271
 0.000212    0.00098   -2.198      -0.000268
 0.000230    0.00118   -2.230      -0.000281
 0.000268    0.00126   -2.205      -0.000265
 0.000226    0.00089   -2.158      -0.000256
 0.000210    0.00084   -2.161      -0.000250
 0.000204    0.00085   -2.168      -0.000245
 0.000206    0.00090   -2.183      -0.000241
 0.000210    0.00100   -2.208      -0.000240
 0.000262    0.00136   -2.235      -0.000254
 0.000236    0.00095   -2.163      -0.000233
 0.000213    0.00083   -2.154      -0.000227
 0.000202    0.00081   -2.159      -0.000223
 0.000200    0.00083   -2.168      -0.000219
 0.000203    0.00090   -2.185      -0.000216
 0.000206    0.00099   -2.210      -0.000215
 0.000267    0.00134   -2.224      -0.000229
 0.000225    0.00087   -2.152      -0.000209
 0.000206    0.00080   -2.151      -0.000204
 0.000197    0.00078   -2.156      -0.000200
 0.000195    0.00080   -2.165      -0.000197
 0.000199    0.00087   -2.182      -0.000195
 0.000202    0.00096   -2.206      -0.000194
 0.000262    0.00132   -2.224      -0.000207
 0.000223    0.00085   -2.150      -0.000189
 0.000204    0.00077   -2.147      -0.000185
 0.000193    0.00075   -2.151      -0.000182
 0.000191    0.00076   -2.159      -0.000179
 0.000194    0.00082   -2.174      -0.000177
 0.000198    0.00091   -2.196      -0.000176
 0.000245    0.00125   -2.230      -0.000188
