    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.001     -4.679      0.000      0.359
    0.001     -4.223      0.000      0.359
    0.002     -4.305      0.000      0.359
    0.002     -4.108      0.000      0.359
    0.005     -4.003      0.000      0.359
    0.006     -4.162      0.000      0.359
    0.007     -4.401      0.000      0.359
    0.008     -4.790      0.000      0.359
    0.009     -4.989      0.000      0.359
    0.009     -5.247      0.000      0.359
    0.010     -4.719      0.000      0.359
    0.010     -7.021      0.000      0.359
    0.012     -7.857      0.000      0.359
    0.013     -7.978      0.000      0.359
    0.014     -8.534      0.000      0.359
    0.014     -8.512      0.000      0.359
    0.015     -8.898      0.000      0.359
    0.016     -8.904      0.000      0.359
    0.016     -8.965      0.000      0.359
    0.017     -9.360      0.000      0.359
    0.017     -9.660      0.000      0.359
    0.019     -9.468      0.000      0.359
    0.020     -9.328      0.000      0.359
    0.020     -9.653      0.000      0.359
    0.024    -10.497      0.000      0.359
    0.025    -10.402      0.000      0.359
    0.026    -10.441      0.000      0.359
    0.027    -10.755      0.000      0.359
    0.028    -10.983      0.000      0.359
    0.028    -10.725      0.000      0.359
    0.029    -10.993      0.000      0.359
    0.029    -11.203      0.000      0.359
    0.029    -11.321      0.000      0.359
    0.030    -11.514      0.000      0.359
    0.032    -11.875      0.000      0.359
    0.034    -11.657      0.000      0.359
    0.036    -11.343      0.000      0.359
    0.037    -11.539      0.000      0.359
    0.037    -12.340      0.000      0.359
    0.037    -12.735      0.000      0.359
    0.037    -13.282      0.000      0.359
    0.039    -13.418      0.000      0.359
    0.039    -13.532      0.000      0.359
    0.039    -13.615      0.000      0.359
    0.040    -14.089      0.000      0.359
    0.040    -14.388      0.000      0.359
    0.040    -14.550      0.000      0.359
    0.040    -14.677      0.000      0.359
    0.044    -14.733      0.000      0.359
    0.047    -14.868      0.000      0.359
    0.047    -15.136      0.000      0.359
    0.047    -15.460      0.000      0.359
    0.051    -15.519      0.000      0.359
    0.053    -15.651      0.000      0.359
    0.053    -15.836      0.000      0.359
    0.053    -16.077      0.000      0.359
    0.057    -16.216      0.000      0.359
    0.059    -16.229      0.000      0.359
    0.059    -16.495      0.000      0.359
    0.063    -16.580      0.000      0.359
    0.065    -16.581      0.000      0.359
    0.069    -16.397      0.000      0.359
    0.071    -16.072      0.000      0.359
    0.071    -18.150      0.000      0.359
    0.071    -17.946      0.000      0.359
    0.071    -17.124      0.000      0.359
    0.076    -17.895      0.000      0.359
    0.082    -18.253      0.000      0.359
    0.084    -18.369      0.000      0.359
    0.084    -18.677      0.000      0.359
    0.084    -19.072      0.000      0.359
    0.084    -19.585      0.000      0.359
    0.088    -19.630      0.000      0.359
    0.090    -19.415      0.000      0.359
    0.090    -19.529      0.000      0.359
    0.090    -19.964      0.000      0.359
    0.090    -20.104      0.000      0.359
