    0.000      0.000      0.000      0.000
    0.000      0.000      0.000      0.000
    0.000     -2.742      0.000      0.359
    0.002     -1.722      0.000      0.359
    0.007     -1.658      0.000      0.359
    0.016     -1.487      0.000      0.359
    0.023     -9.386      0.000      0.359
    0.024     -3.431      0.000      0.359
    0.027     -3.042      0.000      0.359
    0.033     -1.351      0.000      0.359
    0.035     -1.719      0.000      0.359
    0.037     -1.600      0.000      0.359
    0.038     -2.756      0.000      0.359
    0.039     -6.974      0.000      0.359
    0.039     -6.891      0.000      0.359
    0.040     -6.230      0.000      0.359
    0.040     -5.993      0.000      0.359
    0.041     -2.964      0.000      0.359
    0.044     -2.040      0.000      0.359
    0.045     -1.315      0.000      0.359
    0.046     -3.967      0.000      0.359
    0.047     -4.998      0.000      0.359
    0.047     -6.194      0.000      0.359
    0.048     -7.024      0.000      0.359
    0.048     -5.049      0.000      0.359
    0.049     -1.853      0.000      0.359
    0.051     -1.611      0.000      0.359
    0.052     -4.457      0.000      0.359
    0.052     -4.218      0.000      0.359
    0.053     -6.210      0.000      0.359
    0.053     -7.316      0.000      0.359
    0.054     -8.511      0.000      0.359
    0.055     -8.886      0.000      0.359
    0.055     -7.307      0.000      0.359
    0.056     -9.137      0.000      0.359
    0.057     -7.279      0.000      0.359
    0.058    -10.014      0.000      0.359
    0.059     -4.328      0.000      0.359
    0.063     -7.053      0.000      0.359
    0.064    -10.538      0.000      0.359
    0.064    -11.271      0.000      0.359
    0.065    -12.337      0.000      0.359
    0.067    -15.743      0.000      0.359
    0.067    -20.781      0.000      0.359
    0.067    -22.749      0.000      0.359
    0.067    -19.798      0.000      0.359
    0.068    -17.618      0.000      0.359
    0.068    -20.181      0.000      0.359
    0.071    -10.104      0.000      0.359
    0.072    -11.062      0.000      0.359
    0.075     -8.407      0.000      0.359
    0.075    -13.375      0.000      0.359
    0.075    -11.715      0.000      0.359
    0.076    -15.885      0.000      0.359
    0.076    -14.747      0.000      0.359
    0.078    -17.597      0.000      0.359
    0.078    -21.208      0.000      0.359
    0.078    -18.081      0.000      0.359
    0.078    -16.738      0.000      0.359
    0.079    -16.467      0.000      0.359
    0.079    -27.296      0.000      0.359
    0.079    -22.832      0.000      0.359
    0.083    -31.206      0.000      0.359
    0.085    -29.471      0.000      0.359
    0.085    -20.880      0.000      0.359
    0.085    -30.234      0.000      0.359
    0.089    -30.158      0.000      0.359
    0.091    -29.117      0.000      0.359
    0.091    -27.743      0.000      0.359
    0.091    -28.681      0.000      0.359
    0.095    -36.639      0.000      0.359
    0.098    -30.359      0.000      0.359
    0.098    -16.223      0.000      0.359
    0.102    -13.644      0.000      0.359
    0.104    -17.264      0.000      0.359
    0.108    -10.013      0.000      0.359
    0.110     -6.229      0.000      0.359
    0.110    -11.032      0.000      0.359
    0.110     -8.357      0.000      0.359
    0.110    -13.166      0.000      0.359
    0.114     -5.882      0.000      0.359
    0.120    -14.035      0.000      0.359
    0.122    -12.817      0.000      0.359
    0.122    -18.316      0.000      0.359
    0.122    -15.657      0.000      0.359
    0.122    -23.625      0.000      0.359
    0.127    -30.822      0.000      0.359
    0.129    -26.569      0.000      0.359
    0.129    -28.016      0.000      0.359
    0.129    -21.464      0.000      0.359
